1000,0.1632071993871527,0.14601126104050272
2000,0.10629615201262647,0.09204153139854124
3000,0.07973507775195197,0.06689101621633395
4000,0.0644902612880426,0.05238928310121174
5000,0.05432047765835157,0.04286908025595254
6000,0.047246631823612925,0.03612829705226869
7000,0.04191482973703865,0.031145776713784032
8000,0.03781327591811621,0.027313617106801674
9000,0.03450207463455319,0.024292521714680045
10000,0.03187991260476665,0.021854675747576064
11000,0.02959012350197964,0.019848004665203346
12000,0.027690009246743377,0.018168452255425824
13000,0.026027926733720806,0.016751565050973683
14000,0.024571847893250225,0.015525662083639017
15000,0.023315236384584347,0.014469456878056218
16000,0.022181943838017276,0.013537406277629102
17000,0.021172188131573923,0.012713372163824675
18000,0.02028629608229166,0.011983394569077583
19000,0.01946598531850717,0.011319751571981455
20000,0.01870853236490909,0.010725710398987754
21000,0.018065247496363616,0.010185429952149983
22000,0.01744168058907246,0.0096903956413219
23000,0.01683129530228833,0.009213281572545794
24000,0.016377673254426628,0.008817254123883326
25000,0.0158528050924195,0.008421226675220859
26000,0.015351032001052787,0.008025199226558392
27000,0.014962010787576769,0.0077042189794174635
28000,0.014601640534376358,0.007407198392920613
29000,0.014207390248302513,0.007110177806423763
30000,0.013811832694079209,0.006813157219926913
31000,0.013399171714900503,0.006516136633430063
32000,0.013064184251602056,0.006264362182942899
33000,0.01283998776397012,0.006066348458611666
34000,0.012618732629674464,0.005868334734280433
35000,0.012393119934880617,0.005670321009949199
36000,0.01212992328078987,0.005472307285617966
37000,0.011877947344981965,0.005274293561286733
38000,0.011601460131371734,0.005076279836955499
39000,0.011332271831595974,0.004878266112624266
40000,0.011070927140716958,0.0046802523882930325
41000,0.01076578896683112,0.004482238663961799
42000,0.0105100001655873,0.004284224939630566
43000,0.010241247621861358,0.004086211215299332
44000,0.010042869680181204,0.0039278002358343455
45000,0.009937198838100068,0.003828793373668729
46000,0.00982989391083211,0.003729786511503112
47000,0.009723678373688701,0.0036307796493374954
48000,0.009615719812346015,0.0035317727871718788
49000,0.00950460201964214,0.003432765925006262
50000,0.009391087568664259,0.0033337590628406454
51000,0.009283891580408756,0.0032347522006750287
52000,0.009172120153630153,0.003135745338509412
53000,0.009060784482901369,0.0030367384763437953
54000,0.008952281226496408,0.0029377316141781787
55000,0.00882994271550969,0.002838724752012562
56000,0.008711743886996255,0.0027397178898469453
57000,0.008587553412797806,0.0026407110276813286
58000,0.008468483072184733,0.002541704165515712
59000,0.008345273049098377,0.0024426973033500952
60000,0.00822772785465967,0.0023436904411844785
61000,0.008108439636021687,0.002244683579018862
62000,0.007985774307997606,0.002145676716853245
63000,0.007863871553060706,0.0020466698546876285
64000,0.007747851504796367,0.0019476629925220118
65000,0.007634990687893215,0.001848656130356395
66000,0.007525615919388617,0.0017496492681907782
67000,0.007406872395812907,0.0016506424060251615
68000,0.007302399882868774,0.0015516355438595448
69000,0.007189103309915804,0.0014526286816939282
70000,0.007064694957692445,0.0013536218195283115
71000,0.006949001726465469,0.0012546149573626948
72000,0.006826227459428933,0.0011556080951970781
73000,0.006700947595105936,0.0010566012330314614
74000,0.006577846511032036,0.0009575943708658447
75000,0.006455508000045318,0.0008585875087002281
76000,0.006339379012768524,0.0007595806465346113
77000,0.006218783525981083,0.0006605737843689946
78000,0.006101238331542376,0.0005615669222033779
79000,0.005979880271667752,0.0004625600600377612
